"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"P04387-1","reviewed","GAL80","P04387-1",""
"P04386-1","reviewed","GAL4","P04386-1",""
"Q08299-1","reviewed","ENB1","Q08299-1",""
"Q08562-1","reviewed","ULS1","Q08562-1",""
"Q08560-1","reviewed","","Q08560-1",""
"Q08561-1","reviewed","IES4","Q08561-1",""
"P25377-1","reviewed","ADH7","P25377-1",""
"P25376-1","reviewed","AGP1","P25376-1",""
"P09007-1","reviewed","SRD1","P09007-1",""
"P04037-1","reviewed","COX4","P04037-1",""
"P04039-1","reviewed","COX8","P04039-1",""
"Q05779-1","reviewed","COQ9","Q05779-1",""
"P00724-1","reviewed","SUC2","P00724-1",""
"P00724-1","reviewed","SUC2","P00724-2",""
"P00729-1","reviewed","PRC1","P00729-1",""
"Q06568-1","reviewed","NDL1","Q06568-1",""
"Q04689-1","reviewed","AIM32","Q04689-1",""
"Q02872-1","reviewed","","Q02872-1",""
"P36094-1","reviewed","SPC42","P36094-1",""
"Q02875-1","reviewed","SYH1","Q02875-1",""
"P23542-1","reviewed","AAT2","P23542-1",""
"Q05473-1","reviewed","MRX8","Q05473-1",""
"Q05471-1","reviewed","SWR1","Q05471-1",""
"Q04170-1","reviewed","","Q04170-1",""
"Q3E7A9-1","reviewed","CMC4","Q3E7A9-1",""
"P53045-1","reviewed","ERG25","P53045-1",""
"P53043-1","reviewed","PPT1","P53043-1",""
"Q07747-1","reviewed","AAD4","Q07747-1",""
"P19073-1","reviewed","CDC42","P19073-1",""
"Q04177-1","reviewed","UTP5","Q04177-1",""
"P40169-1","reviewed","","P40169-1",""
"P40168-1","reviewed","","P40168-1",""
"P40165-1","reviewed","NNR1","P40165-1",""
"P40164-1","reviewed","PSY2","P40164-1",""
"P23748-1","reviewed","MIH1","P23748-1",""
"P40166-1","reviewed","","P40166-1",""
"P40161-1","reviewed","RTT106","P40161-1",""
"P40160-1","reviewed","RIO2","P40160-1",""
"P40309-1","reviewed","KHA1","P40309-1",""
"P40308-1","reviewed","TGL3","P40308-1",""
"P33734-1","reviewed","HIS7","P33734-1",""
"P40302-1","reviewed","PRE5","P40302-1",""
"P38968-1","reviewed","SEC31","P38968-1",""
"P38969-1","reviewed","PNT1","P38969-1",""
"P38966-1","reviewed","VTC5","P38966-1",""
"P38967-1","reviewed","TAT2","P38967-1",""
"P38616-1","reviewed","YGP1","P38616-1",""
"P38962-1","reviewed","TVP23","P38962-1",""
"P38960-1","reviewed","STN1","P38960-1",""
"P38961-1","reviewed","RRP8","P38961-1",""
"P15180-1","reviewed","KRS1","P15180-1",""
"Q03455-1","reviewed","MSC2","Q03455-1",""
"P48558-1","reviewed","BXI1","P48558-1",""
"P48559-1","reviewed","YPT11","P48559-1",""
"Q03180-1","reviewed","PIR3","Q03180-1",""
"P33550-1","reviewed","KTR2","P33550-1",""
"P41821-1","reviewed","MID1","P41821-1",""
"Q03981-1","reviewed","CSN9","Q03981-1",""
"Q06604-1","reviewed","BSP1","Q06604-1",""
"Q03231-1","reviewed","","Q03231-1",""
"Q03236-1","reviewed","","Q03236-1",""
"Q3E7B0-1","reviewed","","Q3E7B0-1",""
"Q3E7B2-1","reviewed","COA3","Q3E7B2-1",""
"Q3E7B3-1","reviewed","","Q3E7B3-1",""
"Q3E7B4-1","reviewed","","Q3E7B4-1",""
"Q06608-1","reviewed","","Q06608-1",""
"Q3E7B6-1","reviewed","VMA9","Q3E7B6-1",""
"Q3E7B7-1","reviewed","","Q3E7B7-1",""
"P16522-1","reviewed","CDC23","P16522-1",""
"P16523-1","reviewed","MER1","P16523-1",""
"P16521-1","reviewed","YEF3","P16521-1",""
"P52867-1","reviewed","PMT5","P52867-1",""
"Q12510-1","reviewed","CMR1","Q12510-1",""
"Q12511-1","reviewed","PTC5","Q12511-1",""
"Q12512-1","reviewed","ZPS1","Q12512-1",""
"Q12513-1","reviewed","TMA17","Q12513-1",""
"P30283-1","reviewed","CLB5","P30283-1",""
"Q12515-1","reviewed","PAR32","Q12515-1",""
"Q12516-1","reviewed","SRF1","Q12516-1",""
"Q12517-1","reviewed","DCP1","Q12517-1",""
"P39564-1","reviewed","","P39564-1",""
"P39563-1","reviewed","","P39563-1",""
"P39709-1","reviewed","SEO1","P39709-1",""
"P39708-1","reviewed","GDH3","P39708-1",""
"P39702-1","reviewed","VPS8","P39702-1",""
"P39705-1","reviewed","NUP60","P39705-1",""
"P39704-1","reviewed","ERP2","P39704-1",""
"P39707-1","reviewed","SEN34","P39707-1",""
"P39706-1","reviewed","SWD1","P39706-1",""
"Q08176-1","reviewed","MIM1","Q08176-1",""
"Q08172-1","reviewed","","Q08172-1",""
"Q08179-1","reviewed","MDM38","Q08179-1",""
"Q00764-1","reviewed","TPS1","Q00764-1",""
"P17695-1","reviewed","GRX2","P17695-1",""
"P17695-1","reviewed","GRX2","P17695-2",""
"P20133-1","reviewed","BET2","P20133-1",""
"P20134-1","reviewed","SFL1","P20134-1",""
"Q01589-1","reviewed","SED1","Q01589-1",""
"Q05809-1","reviewed","COA4","Q05809-1",""
"P08521-1","reviewed","","P08521-1",""
"P08525-1","reviewed","QCR8","P08525-1",""
"P08524-1","reviewed","ERG20","P08524-1",""
"P43537-1","reviewed","","P43537-1",""
"P43535-1","reviewed","GCN20","P43535-1",""
"P43534-1","reviewed","THI5","P43534-1",""
"P43539-1","reviewed","","P43539-1",""
"P43538-1","reviewed","","P43538-1",""
"P42950-1","reviewed","GSM1","P42950-1",""
"P42951-1","reviewed","LSB6","P42951-1",""
"Q99219-1","reviewed","TY3A-I","Q99219-1",""
"Q99210-1","reviewed","","Q99210-1",""
"Q99216-1","reviewed","PNO1","Q99216-1",""
"P15436-1","reviewed","POL3","P15436-1",""
"Q04608-1","reviewed","","Q04608-1",""
"Q04603-1","reviewed","DPB4","Q04603-1",""
"P28834-1","reviewed","IDH1","P28834-1",""
"Q04601-1","reviewed","APC4","Q04601-1",""
"Q04600-1","reviewed","TMA64","Q04600-1",""
"Q02608-1","reviewed","MRPS16","Q02608-1",""
"Q12358-1","reviewed","JLP1","Q12358-1",""
"Q12359-1","reviewed","ATO3","Q12359-1",""
"Q12354-1","reviewed","","Q12354-1",""
"Q12355-1","reviewed","PST1","Q12355-1",""
"Q12350-1","reviewed","JID1","Q12350-1",""
"Q02606-1","reviewed","","Q02606-1",""
"P11433-1","reviewed","CDC24","P11433-1",""
"Q9ZZW1-1","reviewed","","Q9ZZW1-1",""
"Q9ZZW3-1","reviewed","","Q9ZZW3-1",""
"P38374-1","reviewed","YSY6","P38374-1",""
"P47821-1","reviewed","SSN8","P47821-1",""
"Q9ZZW4-1","reviewed","","Q9ZZW4-1",""
"Q9ZZW7-1","reviewed","BI3","Q9ZZW7-1",""
"P47822-1","reviewed","SRB7","P47822-1",""
"P21182-1","reviewed","SPE2","P21182-1",""
"P38728-1","reviewed","ECM34","P38728-1",""
"P89105-1","reviewed","CTR9","P89105-1",""
"P89102-1","reviewed","SEC5","P89102-1",""
"P50094-1","reviewed","IMD4","P50094-1",""
"P50095-1","reviewed","IMD3","P50095-1",""
"P50090-1","reviewed","KEL2","P50090-1",""
"P50091-1","reviewed","PEX21","P50091-1",""
"P36132-1","reviewed","KAE1","P36132-1",""
"P36131-1","reviewed","SPC34","P36131-1",""
"P36130-1","reviewed","CAF4","P36130-1",""
"P36137-1","reviewed","UIP5","P36137-1",""
"P36136-1","reviewed","SHB17","P36136-1",""
"P36135-1","reviewed","UTH1","P36135-1",""
"P36134-1","reviewed","","P36134-1",""
"P36139-1","reviewed","PET10","P36139-1",""
"P36138-1","reviewed","","P36138-1",""
"P25357-1","reviewed","SNT1","P25357-1",""
"P25356-1","reviewed","BPH1","P25356-1",""
"P50896-1","reviewed","PSP1","P50896-1",""
"P25354-1","reviewed","DFP3","P25354-1",""
"P39958-1","reviewed","GDI1","P39958-1",""
"P17106-1","reviewed","CBF1","P17106-1",""
"P25351-1","reviewed","","P25351-1",""
"P25350-1","reviewed","","P25350-1",""
"P39954-1","reviewed","SAH1","P39954-1",""
"P39955-1","reviewed","SAP1","P39955-1",""
"P39956-1","reviewed","RPH1","P39956-1",""
"P20484-1","reviewed","MAK11","P20484-1",""
"Q02207-1","reviewed","FOX2","Q02207-1",""
"P20486-1","reviewed","CKS1","P20486-1",""
"P39953-1","reviewed","YEA6","P39953-1",""
"Q02201-1","reviewed","OSH6","Q02201-1",""
"P32263-1","reviewed","PRO3","P32263-1",""
"Q02203-1","reviewed","","Q02203-1",""
"Q02202-1","reviewed","ECM9","Q02202-1",""
"Q07729-1","reviewed","GUD1","Q07729-1",""
"P02293-1","reviewed","HTB1","P02293-1",""
"P02294-1","reviewed","HTB2","P02294-1",""
"P32266-1","reviewed","MGM1","P32266-1",""
"P32264-1","reviewed","PRO1","P32264-1",""
"P40448-1","reviewed","","P40448-1",""
"P40449-1","reviewed","","P40449-1",""
"P40442-1","reviewed","CSS1","P40442-1",""
"P40446-1","reviewed","","P40446-1",""
"P40447-1","reviewed","NIT1","P40447-1",""
"P40445-1","reviewed","","P40445-1",""
"Q3E809-1","reviewed","","Q3E809-1",""
"P29461-1","reviewed","PTP2","P29461-1",""
"P29465-1","reviewed","CHS3","P29465-1",""
"P29467-1","reviewed","MEI4","P29467-1",""
"P29469-1","reviewed","MCM2","P29469-1",""
"P29468-1","reviewed","PAP1","P29468-1",""
"Q04458-1","reviewed","HFD1","Q04458-1",""
"Q08548-1","reviewed","ALE1","Q08548-1",""
"P24482-1","reviewed","DPB2","P24482-1",""
"P53727-1","reviewed","BUD17","P53727-1",""
"P53725-1","reviewed","MPP6","P53725-1",""
"P53724-1","reviewed","MRPL50","P53724-1",""
"P53723-1","reviewed","","P53723-1",""
"P53722-1","reviewed","ATP23","P53722-1",""
"P53721-1","reviewed","RCF2","P53721-1",""
"P53720-1","reviewed","SMM1","P53720-1",""
"P53729-1","reviewed","ZNG1","P53729-1",""
"P53728-1","reviewed","CPR8","P53728-1",""
"P00549-1","reviewed","CDC19","P00549-1",""
"P43497-1","reviewed","CWP2","P43497-1",""
"P27680-1","reviewed","COQ3","P27680-1",""
"P32939-1","reviewed","YPT7","P32939-1",""
"P41896-1","reviewed","TFG2","P41896-1",""
"P41895-1","reviewed","TFG1","P41895-1",""
"Q8TGT2-1","reviewed","","Q8TGT2-1",""
"Q8TGT3-1","reviewed","","Q8TGT3-1",""
"Q8TGT0-1","reviewed","","Q8TGT0-1",""
"Q8TGT1-1","reviewed","","Q8TGT1-1",""
"Q8TGT6-1","reviewed","","Q8TGT6-1",""
"Q8TGT7-1","reviewed","","Q8TGT7-1",""
"Q8TGT4-1","reviewed","","Q8TGT4-1",""
"Q8TGT8-1","reviewed","","Q8TGT8-1",""
"Q8TGT9-1","reviewed","","Q8TGT9-1",""
"Q08295-1","reviewed","IMA2","Q08295-1",""
"P27466-1","reviewed","CMK1","P27466-1",""
"Q05498-1","reviewed","FCF1","Q05498-1",""
"Q05497-1","reviewed","","Q05497-1",""
"P06843-1","reviewed","SPT2","P06843-1",""
"P06844-1","reviewed","SPT3","P06844-1",""
"P41800-1","reviewed","MMM1","P41800-1",""
"Q6B0Y7-1","reviewed","","Q6B0Y7-1",""
"P38805-1","reviewed","RPF1","P38805-1",""
"P38804-1","reviewed","RTC3","P38804-1",""
"P38806-1","reviewed","YNG2","P38806-1",""
"P38801-1","reviewed","LRP1","P38801-1",""
"P38800-1","reviewed","LAM4","P38800-1",""
"P38803-1","reviewed","IPI1","P38803-1",""
"P38809-1","reviewed","","P38809-1",""
"P40323-1","reviewed","","P40323-1",""
"P40857-1","reviewed","PHS1","P40857-1",""
"P40856-1","reviewed","SAP185","P40856-1",""
"P40327-1","reviewed","RPT2","P40327-1",""
"P40850-1","reviewed","MKT1","P40850-1",""
"P40325-1","reviewed","HUA1","P40325-1",""
"P40328-1","reviewed","YTA6","P40328-1",""
"P40858-1","reviewed","MRPL49","P40858-1",""
"Q12165-1","reviewed","ATP16","Q12165-1",""
"Q12164-1","reviewed","POM33","Q12164-1",""
"Q12167-1","reviewed","RRG1","Q12167-1",""
"Q12166-1","reviewed","LEU9","Q12166-1",""
"Q12161-1","reviewed","PSH1","Q12161-1",""
"Q12160-1","reviewed","","Q12160-1",""
"Q12163-1","reviewed","NBP2","Q12163-1",""
"Q12169-1","reviewed","","Q12169-1",""
"Q12168-1","reviewed","ACF2","Q12168-1",""
"P12754-1","reviewed","GCD2","P12754-1",""
"P12753-1","reviewed","RAD50","P12753-1",""
"Q03430-1","reviewed","RSM28","Q03430-1",""
"Q03433-1","reviewed","VPS71","Q03433-1",""
"P10664-1","reviewed","RPL4A","P10664-1",""
"Q03435-1","reviewed","NHP10","Q03435-1",""
"Q03434-1","reviewed","TY1B-ML2","Q03434-1",""
"P13483-1","reviewed","DAT1","P13483-1",""
"Q07534-1","reviewed","HEM25","Q07534-1",""
"Q07530-1","reviewed","","Q07530-1",""
"Q07532-1","reviewed","IWR1","Q07532-1",""
"Q07533-1","reviewed","CYK3","Q07533-1",""
"P47050-1","reviewed","RTT101","P47050-1",""
"Q08484-1","reviewed","GYP1","Q08484-1",""
"P10591-1","reviewed","SSA1","P10591-1",""
"P10592-1","reviewed","SSA2","P10592-1",""
"Q06629-1","reviewed","HDA2","Q06629-1",""
"Q06628-1","reviewed","ATG13","Q06628-1",""
"Q06625-1","reviewed","GDB1","Q06625-1",""
"Q06624-1","reviewed","AOS1","Q06624-1",""
"Q06623-1","reviewed","HDA3","Q06623-1",""
"P39547-1","reviewed","UIP3","P39547-1",""
"P39545-1","reviewed","PAU7","P39545-1",""
"P39543-1","reviewed","SOP4","P39543-1",""
"P39542-1","reviewed","","P39542-1",""
"P39540-1","reviewed","ELO1","P39540-1",""
"P39549-1","reviewed","","P39549-1",""
"P39548-1","reviewed","KTD1","P39548-1",""
"P38236-1","reviewed","MUM2","P38236-1",""
"P38237-1","reviewed","UBP14","P38237-1",""
"P38234-1","reviewed","RFS1","P38234-1",""
"P38235-1","reviewed","","P38235-1",""
"P38232-1","reviewed","REG2","P38232-1",""
"P38230-1","reviewed","ZTA1","P38230-1",""
"P38231-1","reviewed","FMP23","P38231-1",""
"P38238-1","reviewed","TRM7","P38238-1",""
"P38239-1","reviewed","","P38239-1",""
"Q07395-1","reviewed","SYO1","Q07395-1",""
"P39723-1","reviewed","SPC72","P39723-1",""
"P39722-1","reviewed","GEM1","P39722-1",""
"P39721-1","reviewed","AIM2","P39721-1",""
"P39720-1","reviewed","OAF1","P39720-1",""
"P39727-1","reviewed","ERV46","P39727-1",""
"P39726-1","reviewed","GCV3","P39726-1",""
"P39724-1","reviewed","BOL3","P39724-1",""
"P39729-1","reviewed","RBG1","P39729-1",""
"P39728-1","reviewed","","P39728-1",""
"Q04847-1","reviewed","ROY1","Q04847-1",""
"Q08157-1","reviewed","","Q08157-1",""
"Q12426-1","reviewed","","Q12426-1",""
"P52918-1","reviewed","MSN5","P52918-1",""
"Q7M4S9-1","reviewed","","Q7M4S9-1",""
"P32891-1","reviewed","DLD1","P32891-1",""
"P32892-1","reviewed","DRS1","P32892-1",""
"P32893-1","reviewed","TRS65","P32893-1",""
"P32895-1","reviewed","PRS1","P32895-1",""
"P32896-1","reviewed","PDC2","P32896-1",""
"P32897-1","reviewed","TIM23","P32897-1",""
"P32898-1","reviewed","CYM1","P32898-1",""
"P32899-1","reviewed","IMP3","P32899-1",""
"P43551-1","reviewed","ZNF1","P43551-1",""
"P43550-1","reviewed","DAK2","P43550-1",""
"P43553-1","reviewed","ALR2","P43553-1",""
"P43552-1","reviewed","","P43552-1",""
"P43555-1","reviewed","EMP47","P43555-1",""
"P43554-1","reviewed","SWP82","P43554-1",""
"P43557-1","reviewed","FMP32","P43557-1",""
"P43556-1","reviewed","RGD2","P43556-1",""
"P43558-1","reviewed","OTU1","P43558-1",""
"Q99234-1","reviewed","DFG16","Q99234-1",""
"Q99231-1","reviewed","TY1B-DR3","Q99231-1",""
"P32768-1","reviewed","FLO1","P32768-1",""
"P32769-1","reviewed","HBS1","P32769-1",""
"P28817-1","reviewed","EHD3","P28817-1",""
"P32767-1","reviewed","KAP122","P32767-1",""
"P0CD98-1","reviewed","","P0CD98-1",""
"P04173-1","reviewed","LEU2","P04173-1",""
"Q04660-1","reviewed","ERB1","Q04660-1",""
"P0CD97-1","reviewed","","P0CD97-1",""
"P0CD90-1","reviewed","AQY2","P0CD90-1",""
"P0CD91-1","reviewed","AQY1","P0CD91-1",""
"Q05827-1","reviewed","HOR7","Q05827-1",""
"Q02629-1","reviewed","NUP100","Q02629-1",""
"Q12378-1","reviewed","RTR2","Q12378-1",""
"Q12379-1","reviewed","SWM1","Q12379-1",""
"P15731-1","reviewed","UBC4","P15731-1",""
"P02829-1","reviewed","HSP82","P02829-1",""
"Q12370-1","reviewed","PAU17","Q12370-1",""
"Q12372-1","reviewed","MMP1","Q12372-1",""
"Q12373-1","reviewed","HIF1","Q12373-1",""
"Q12374-1","reviewed","NCA2","Q12374-1",""
"Q12375-1","reviewed","ORT1","Q12375-1",""
"Q12377-1","reviewed","RPN6","Q12377-1",""
"Q12082-1","reviewed","","Q12082-1",""
"Q12083-1","reviewed","MLH3","Q12083-1",""
"Q12080-1","reviewed","NOP53","Q12080-1",""
"Q12086-1","reviewed","DIN7","Q12086-1",""
"Q12084-1","reviewed","DAS2","Q12084-1",""
"Q12085-1","reviewed","TY1A-GR1","Q12085-1",""
"Q12088-1","reviewed","TY1B-LR1","Q12088-1",""
"Q12089-1","reviewed","AEP3","Q12089-1",""
"Q05533-1","reviewed","INM2","Q05533-1",""
"Q05530-1","reviewed","","Q05530-1",""
"Q02873-1","reviewed","","Q02873-1",""
"P38251-1","reviewed","RFC5","P38251-1",""
"P11412-1","reviewed","ZWF1","P11412-1",""
"Q00955-1","reviewed","ACC1","Q00955-1",""
"P25333-1","reviewed","SAT4","P25333-1",""
"P25332-1","reviewed","RBK1","P25332-1",""
"P25335-1","reviewed","DAL2","P25335-1",""
"P25334-1","reviewed","CPR4","P25334-1",""
"P25337-1","reviewed","BUD31","P25337-1",""
"P25336-1","reviewed","MSH3","P25336-1",""
"P25339-1","reviewed","PUF4","P25339-1",""
"P25338-1","reviewed","MPO1","P25338-1",""
"P50874-1","reviewed","ORC5","P50874-1",""
"P50875-1","reviewed","SPT20","P50875-1",""
"P50873-1","reviewed","MRK1","P50873-1",""
"P13365-1","reviewed","CLN3","P13365-1",""
"P05030-1","reviewed","PMA1","P05030-1",""
"P40464-1","reviewed","FLX1","P40464-1",""
"P40465-1","reviewed","CSM2","P40465-1",""
"P40466-1","reviewed","FKH1","P40466-1",""
"P40467-1","reviewed","ASG1","P40467-1",""
"P40460-1","reviewed","NDC80","P40460-1",""
"P40462-1","reviewed","TMA108","P40462-1",""
"P40463-1","reviewed","VHS2","P40463-1",""
"P40468-1","reviewed","TAO3","P40468-1",""
"P40469-1","reviewed","MET18","P40469-1",""
"P38009-1","reviewed","ADE17","P38009-1",""
"Q3E767-1","reviewed","","Q3E767-1",""
"Q03375-1","reviewed","CWC21","Q03375-1",""
"Q03373-1","reviewed","DIG2","Q03373-1",""
"Q03370-1","reviewed","PEX29","Q03370-1",""
"Q05029-1","reviewed","BCH1","Q05029-1",""
"Q08702-1","reviewed","HNT3","Q08702-1",""
"P21147-1","reviewed","OLE1","P21147-1",""
"Q00578-1","reviewed","SSL2","Q00578-1",""
"P18634-1","reviewed","ART10","P18634-1",""
"P28319-1","reviewed","CWP1","P28319-1",""
"Q01159-1","reviewed","CEG1","Q01159-1",""
"P25808-1","reviewed","SPB4","P25808-1",""
"Q08229-1","reviewed","NBA1","Q08229-1",""
"Q04477-1","reviewed","SPC24","Q04477-1",""
"Q04471-1","reviewed","","Q04471-1",""
"Q04472-1","reviewed","MGR3","Q04472-1",""
"Q92317-1","reviewed","NCB2","Q92317-1",""
"P47115-1","reviewed","","P47115-1",""
"P47114-1","reviewed","KCH1","P47114-1",""
"P47117-1","reviewed","ARP3","P47117-1",""
"P47116-1","reviewed","PTK2","P47116-1",""
"P47111-1","reviewed","VPS55","P47111-1",""
"P47110-1","reviewed","POL32","P47110-1",""
"P47113-1","reviewed","BFA1","P47113-1",""
"P47112-1","reviewed","TAH11","P47112-1",""
"P47119-1","reviewed","HAM1","P47119-1",""
"P47118-1","reviewed","YAE1","P47118-1",""
"P53965-1","reviewed","SIW14","P53965-1",""
"P53740-1","reviewed","","P53740-1",""
"P53743-1","reviewed","ESF2","P53743-1",""
"P53742-1","reviewed","NOG2","P53742-1",""
"P53961-1","reviewed","GPI15","P53961-1",""
"P53744-1","reviewed","BIO5","P53744-1",""
"P53747-1","reviewed","","P53747-1",""
"P53746-1","reviewed","FRE4","P53746-1",""
"P53749-1","reviewed","","P53749-1",""
"P53748-1","reviewed","","P53748-1",""
"P53969-1","reviewed","SAM50","P53969-1",""
"P53968-1","reviewed","CRZ1","P53968-1",""
"Q04003-1","reviewed","SAS4","Q04003-1",""
"Q07872-1","reviewed","ENT4","Q07872-1",""
"P53172-1","reviewed","SDS23","P53172-1",""
"Q07879-1","reviewed","ATG10","Q07879-1",""
"Q07878-1","reviewed","VPS13","Q07878-1",""
"P53173-1","reviewed","ERV14","P53173-1",""
"Q04007-1","reviewed","SND1","Q04007-1",""
"Q04006-1","reviewed","UPS3","Q04006-1",""
"P43616-1","reviewed","DUG1","P43616-1",""
"P43617-1","reviewed","","P43617-1",""
"P46990-1","reviewed","RPL17B","P46990-1",""
"P43615-1","reviewed","IRC6","P43615-1",""
"P46996-1","reviewed","","P46996-1",""
"P43613-1","reviewed","ERJ5","P43613-1",""
"P43610-1","reviewed","IRC5","P43610-1",""
"P46995-1","reviewed","SET2","P46995-1",""
"P46998-1","reviewed","FMP33","P46998-1",""
"P46999-1","reviewed","PIR5","P46999-1",""
"P43618-1","reviewed","CNN1","P43618-1",""
"P43619-1","reviewed","BNA6","P43619-1",""
"Q8TGV0-1","reviewed","","Q8TGV0-1",""
"P32375-1","reviewed","DAL1","P32375-1",""
"P32377-1","reviewed","MVD1","P32377-1",""
"P32379-1","reviewed","PUP2","P32379-1",""
"P32378-1","reviewed","COQ2","P32378-1",""
"P07991-1","reviewed","CAR2","P07991-1",""
"P38829-1","reviewed","","P38829-1",""
"P38828-1","reviewed","LSM12","P38828-1",""
"P38827-1","reviewed","SET1","P38827-1",""
"P38826-1","reviewed","ORC6","P38826-1",""
"P38825-1","reviewed","TOM71","P38825-1",""
"P38824-1","reviewed","COX23","P38824-1",""
"P38823-1","reviewed","DMA1","P38823-1",""
"P38822-1","reviewed","BZZ1","P38822-1",""
"P38821-1","reviewed","APE4","P38821-1",""
"P38820-1","reviewed","UBA4","P38820-1",""
"P26754-1","reviewed","RFA2","P26754-1",""
"P26755-1","reviewed","RFA3","P26755-1",""
"P0CY11-1","reviewed","HMRA1","P0CY11-1",""
"P0CY13-1","reviewed","HMRA2","P0CY13-1",""
"P36076-1","reviewed","CAB3","P36076-1",""
"P36077-1","reviewed","SRX1","P36077-1",""
"P36075-1","reviewed","CUE2","P36075-1",""
"P36070-1","reviewed","RRN3","P36070-1",""
"P33775-1","reviewed","PMT1","P33775-1",""
"P40693-1","reviewed","RLP7","P40693-1",""
"P36078-1","reviewed","HOT13","P36078-1",""
"P38922-1","reviewed","HRB1","P38922-1",""
"P38920-1","reviewed","MLH1","P38920-1",""
"P38921-1","reviewed","PET8","P38921-1",""
"P38927-1","reviewed","REV7","P38927-1",""
"P38925-1","reviewed","SMF1","P38925-1",""
"P38928-1","reviewed","AXL2","P38928-1",""
"P38929-1","reviewed","PMC1","P38929-1",""
"P40167-1","reviewed","SLZ1","P40167-1",""
"Q12149-1","reviewed","RRP6","Q12149-1",""
"Q12146-1","reviewed","PSF3","Q12146-1",""
"Q12145-1","reviewed","CMR3","Q12145-1",""
"Q12144-1","reviewed","PER33","Q12144-1",""
"Q12143-1","reviewed","NSL1","Q12143-1",""
"Q12142-1","reviewed","ATG9","Q12142-1",""
"Q12141-1","reviewed","TY1B-GR1","Q12141-1",""
"Q12140-1","reviewed","BSC1","Q12140-1",""
"Q03419-1","reviewed","IZH1","Q03419-1",""
"Q03148-1","reviewed","SNZ1","Q03148-1",""
"Q03144-1","reviewed","SNO1","Q03144-1",""
"Q06390-1","reviewed","PHO92","Q06390-1",""
"P22434-1","reviewed","PDE1","P22434-1",""
"P16467-1","reviewed","PDC5","P16467-1",""
"P22438-1","reviewed","MSM1","P22438-1",""
"P15274-1","reviewed","AMD1","P15274-1",""
"P43597-1","reviewed","","P43597-1",""
"P53750-1","reviewed","","P53750-1",""
