"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"F7EN52-1","unreviewed","Cyp46a1","","A0A0G2JWG7-1"
"D4A4W4-1","unreviewed","Ephx3","","D4A4W4-1"
"D4A4W5-1","unreviewed","Atp10b","","D4A4W5-1"
"D4A4W6-1","unreviewed","Slirp","","D4A4W6-1"
"D4A4W7-1","unreviewed","Mgarp","","D4A4W7-1"
"G3V6I3-1","unreviewed","Cwc25","","G3V6I3-1"
"G3V6I6-1","unreviewed","Adipor1","","G3V6I6-1"
"G3V6I4-1","unreviewed","Marc1","","G3V6I4-1"
"P39020-1","reviewed","Meox2","P39020-1","G3V6T9-1"
"Q0HA29-1","reviewed","Nmnat2","Q0HA29-1","A0A0U1RRT0-1"
"Q0HA29-1","reviewed","Nmnat2","","F1LPZ7-1"
"A0A0G2K0T8-1","unreviewed","Fam25a","","A0A0G2K0T8-1"
"A0A0G2K0T4-1","unreviewed","","","A0A0G2K0T4-1"
"A0A0G2K0T7-1","unreviewed","Zfp35","","A0A096MJ05-1"
"A0A0G2K0T7-1","unreviewed","Zfp35","","A0A0G2K0T7-1"
"P01237-1","reviewed","Prl","P01237-1",""
"Q4KLI1-1","reviewed","Zkscan1","Q4KLI1-1",""
"P01230-1","reviewed","Lhb","P01230-1","F1LQA4-1"
"P09005-1","reviewed","","P09005-1",""
"M0RB72-1","unreviewed","Prr15l","","M0RB72-1"
"P09006-1","reviewed","Serpina3n","P09006-1",""
"M0RB75-1","unreviewed","Kdm4b","","M0RB75-1"
"M0RB75-1","unreviewed","Kdm4b","","Q4KM27-1"
"M0RB75-1","unreviewed","Kdm4b","","A0A0G2JXG2-1"
"F1M9D8-1","unreviewed","Gask1a","","F1M9D8-1"
"A0A0G2K1A9-1","unreviewed","Nol11","","A0A0G2K1A9-1"
"Q9JHY8-1","reviewed","Lig1","Q9JHY8-1","Q566D8-1"
"Q9JHY1-1","reviewed","F11r","Q9JHY1-1",""
"Q9JHY2-1","reviewed","Sfxn3","Q9JHY2-1","G3V804-1"
"Q9JHY7-1","reviewed","Birc5","Q9JHY7-1","M0R8I8-1"
"Q9EQZ1-1","reviewed","Tsc22d3","Q9EQZ1-1",""
"F1MAA4-1","unreviewed","Atp13a2","","F1MAA4-1"
"F1MAA4-1","unreviewed","Atp13a2","","A0A0G2JX15-1"
"Q02874-1","reviewed","Macroh2a1","Q02874-1","A0A140TAB4-1"
"Q02874-1","reviewed","Macroh2a1","Q02874-2",""
"F1MAA5-1","unreviewed","Rangap1","","F1MAA5-1"
"F1MAA5-1","unreviewed","Rangap1","","Q66H32-1"
"Q05474-1","reviewed","Fau","Q05474-1","Q5BJN7-1"
"Q05474-1","reviewed","Fau","P62864-1",""
"Q99JD4-1","reviewed","Clasp2","Q99JD4-1","A0A0G2JZM8-1"
"Q99JD1-1","unreviewed","Defb22","","Q99JD1-1"
"Q99JD3-1","reviewed","Slc25a21","Q99JD3-1","A0A140TAF1-1"
"Q99JD2-1","reviewed","Tekt1","Q99JD2-1",""
"M0R8G6-1","unreviewed","","","M0R8G6-1"
"Q02294-1","reviewed","Cacna1b","Q02294-1","F1LQ87-1"
"Q02294-1","reviewed","Cacna1b","","F1LRE0-1"
"M0R8G5-1","unreviewed","Igip","","M0R8G5-1"
"M0R8G2-1","unreviewed","","","M0R8G2-1"
"Q02293-1","reviewed","Fntb","Q02293-1",""
"M0R8G9-1","unreviewed","LOC100910599","","M0R8G9-1"
"D3ZGR8-1","unreviewed","Olr1442","","D3ZGR8-1"
"D3ZGR6-1","unreviewed","Ccdc138","","D3ZGR6-1"
"D3ZGR7-1","unreviewed","Trir","","D3ZGR7-1"
"D3ZGR5-1","unreviewed","LOC100910483","","D3ZGR5-1"
"F1MAA2-1","unreviewed","Cops7a","","G3V8Z9-1"
"F1MAA2-1","unreviewed","Cops7a","","F1MAA2-1"
"Q8K5E0-1","reviewed","Lpar3","Q8K5E0-1",""
"Q460M5-1","reviewed","Lrfn2","Q460M5-1","G3V7J3-1"
"Q9R1N3-1","reviewed","Slc4a7","Q9R1N3-1",""
"Q9R1N3-1","reviewed","Slc4a7","Q9R1N3-2",""
"Q9R1N3-1","reviewed","Slc4a7","Q9R1N3-3",""
"Q9R1N3-1","reviewed","Slc4a7","Q9R1N3-4",""
"Q9R1N3-1","reviewed","Slc4a7","Q9R1N3-5",""
"Q9R1N3-1","reviewed","Slc4a7","Q9R1N3-6",""
"F1MAA3-1","unreviewed","Ppp2r5d","","F1MAA3-1"
"D3ZIY3-1","unreviewed","Ythdf3","","D3ZIY3-1"
"D3ZIY7-1","unreviewed","","","D3ZIY7-1"
"D3ZSP1-1","unreviewed","Snrpe","","D3ZSP1-1"
"D3ZSP2-1","unreviewed","LOC100912013","","D3ZSP2-1"
"D3ZSP7-1","reviewed","Ttc3","D3ZSP7-1",""
"P48550-1","reviewed","Kcnj6","P48550-1","A0A0G2JWH0-1"
"P48550-1","reviewed","Kcnj6","","F1LS53-1"
"D3ZFP5-1","unreviewed","LOC691352","","D3ZFP5-1"
"D3ZFP4-1","unreviewed","Mcm3","","D3ZFP4-1"
"D3ZFP7-1","unreviewed","Insc","","D3ZFP7-1"
"D3ZFP7-1","unreviewed","Insc","","A0A0G2K843-1"
"D3ZFP6-1","unreviewed","Ticrr","","D3ZFP6-1"
"D3ZYL2-1","unreviewed","Kiaa0408L","","D3ZYL2-1"
"D3ZYL3-1","unreviewed","Vom2r8","","D3ZYL3-1"
"D3ZYL0-1","unreviewed","Ripk1","","D3ZYL0-1"
"Q6B4M5-1","reviewed","Pard6a","Q6B4M5-1","A0A0G2JUC3-1"
"Q6B4M5-1","reviewed","Pard6a","Q6B4M5-2","F1LPM7-1"
"Q6B4M5-1","reviewed","Pard6a","Q6B4M5-3",""
"D4A131-1","unreviewed","Mrpl4","","D4A131-1"
"D4A130-1","unreviewed","Olr1388","","D4A130-1"
"D4A133-1","unreviewed","Atp6v1a","","A0A1W2Q6N0-1"
"D4A133-1","unreviewed","Atp6v1a","","D4A133-1"
"D4A135-1","unreviewed","Gramd1c","","A0A0G2K4F5-1"
"D4A135-1","unreviewed","Gramd1c","","A0A1W2Q6J4-1"
"D4A135-1","unreviewed","Gramd1c","","D4A135-1"
"D4A135-1","unreviewed","Gramd1c","","M0RBB3-1"
"D4A138-1","unreviewed","Nanos3","","D4A138-1"
"F1LWI7-1","unreviewed","","","F1LWI7-1"
"F1LWI8-1","unreviewed","Wdr66","","F1LWI8-1"
"D3ZCS5-1","unreviewed","Eme1","","D3ZCS5-1"
"D3ZCS4-1","unreviewed","Iqgap3","","D3ZCS4-1"
"D3ZHE2-1","unreviewed","Yipf7","","D3ZHE2-1"
"D3ZHE3-1","unreviewed","Zswim9","","D3ZHE3-1"
"D3ZCS1-1","unreviewed","Rgs13","","D3ZCS1-1"
"D3ZHE5-1","unreviewed","Rab11fip4","","D3ZHE5-1"
"D3ZHE6-1","unreviewed","","","D3ZHE6-1"
"D3ZCS2-1","unreviewed","C1qtnf2","","D3ZCS2-1"
"M0R6I1-1","unreviewed","","","M0R6I1-1"
"D3ZCS9-1","unreviewed","RGD1309350","","D3ZCS9-1"
"D3ZCS8-1","unreviewed","Olr339","","D3ZCS8-1"
"O88664-1","reviewed","Taok1","O88664-1","F1M9G6-1"
"Q7TP75-1","unreviewed","","","F1LM19-1"
"Q7TP75-1","unreviewed","","","Q7TP75-1"
"D3ZUF5-1","unreviewed","Prrg1","","D3ZUF5-1"
"D3ZUF0-1","unreviewed","","","D3ZUF0-1"
"D3ZUF1-1","unreviewed","Lypd6b","","D3ZUF1-1"
"P00176-1","reviewed","Cyp2b1","P00176-1","A0A140UHW7-1"
"P00176-1","reviewed","Cyp2b1","","B2GV28-1"
"Q6P5P4-1","unreviewed","Fbxo16","","Q6P5P4-1"
"Q6P5P5-1","reviewed","Mest","Q6P5P5-1","M0R830-1"
"Q6P5P3-1","reviewed","Ttc9c","Q6P5P3-1",""
"D3ZXJ0-1","unreviewed","Mmp17","","D3ZXJ0-1"
"D3ZXJ3-1","unreviewed","Zfp78","","D3ZB41-1"
"D3ZXJ3-1","unreviewed","Zfp78","","D3ZXJ3-1"
"D3ZXJ5-1","unreviewed","Efl1","","D3ZXJ5-1"
"F1M0R6-1","unreviewed","Fancf","","F1M0R6-1"
"F1M0R1-1","unreviewed","Rnf213","","F1M0R1-1"
"F1M0R2-1","unreviewed","Abi3bp","","F1M0R2-1"
"F1M0R2-1","unreviewed","Abi3bp","","F1M305-1"
"F1M0R2-1","unreviewed","Abi3bp","","F1M9R3-1"
"F1M0R2-1","unreviewed","Abi3bp","","F1M1N9-1"
"F1M0R2-1","unreviewed","Abi3bp","","F1M9R4-1"
"F1M0R2-1","unreviewed","Abi3bp","","M0R4H0-1"
"F1M0R2-1","unreviewed","Abi3bp","","M0R8H8-1"
"F1M7Z6-1","unreviewed","","","F1M7Z6-1"
"F1M0R9-1","unreviewed","","","F1M0R9-1"
"F1M0R9-1","unreviewed","","","M0RAC4-1"
"O08719-1","reviewed","Evl","O08719-1","F1M8I7-1"
"O08719-1","reviewed","Evl","O08719-2",""
"P32301-1","reviewed","Glp1r","P32301-1","F1LRH2-1"
"A0A0G2JXT9-1","unreviewed","Arhgef17","","A0A0G2JXT9-1"
"F1LP13-1","unreviewed","Ptprg","","A0A0G2K561-1"
"F1LP13-1","unreviewed","Ptprg","","F1LP13-1"
"D3ZBS8-1","unreviewed","LOC690235","","D3ZBS8-1"
"D3ZBS9-1","unreviewed","Smarcd1","","D3ZBS9-1"
"B0BN57-1","unreviewed","Pimreg","","B0BN57-1"
"A0A0G2JVZ2-1","unreviewed","Tlx2","","A0A0G2JVZ2-1"
"A0A0G2JVZ1-1","unreviewed","","","A0A0G2JVZ1-1"
"A0A0G2JVZ0-1","unreviewed","","","A0A0G2JVZ0-1"
"A0A0G2JVZ7-1","unreviewed","Crybg2","","A0A0G2JVZ7-1"
"A0A0G2JVZ6-1","unreviewed","Itgav","","A0A0G2JVZ6-1"
"A0A0G2JVZ6-1","unreviewed","Itgav","","F1LZX9-1"
"A0A0G2JVZ5-1","unreviewed","Olr505","","A0A0G2JVZ5-1"
"Q9QYH7-1","reviewed","Ghrl","Q9QYH7-1",""
"Q9QYH7-1","reviewed","Ghrl","Q9QYH7-2",""
"B1WC33-1","unreviewed","Cdc42ep4","","B1WC33-1"
"B1WC31-1","unreviewed","Meis1","","B1WC31-1"
"A0A096MJF9-1","unreviewed","Tmem132e","","A0A096MJF9-1"
"A0A096MJF9-1","unreviewed","Tmem132e","","D4A2A3-1"
"B1WC34-1","unreviewed","Prkcsh","","B1WC34-1"
"Q6MFZ5-1","reviewed","Trim39","Q6MFZ5-1","A0A0G2JTG0-1"
"Q6MFZ5-1","reviewed","Trim39","","A0A0G2JV44-1"
"Q6MFZ5-1","reviewed","Trim39","","A0A0G2K4V2-1"
"Q6MFZ5-1","reviewed","Trim39","","A0A0G2K8F1-1"
"P62634-1","reviewed","Cnbp","P62634-1",""
"P62630-1","reviewed","Eef1a1","P62630-1",""
"P62632-1","reviewed","Eef1a2","P62632-1",""
"D4A3F0-1","unreviewed","","","D4A3F0-1"
"D4A3F2-1","unreviewed","Olr185","","D4A3F2-1"
"D3ZT68-1","unreviewed","Ebf2","","D3ZT68-1"
"F1LY04-1","unreviewed","Ksr2","","M0RBD3-1"
"F1LY04-1","unreviewed","Ksr2","","F1LY04-1"
"F1LY08-1","unreviewed","Supt3h","","F1LY08-1"
"F1LY09-1","unreviewed","Actr3b","","F1LY09-1"
"D3ZT64-1","unreviewed","Atg2a","","D3ZT64-1"
"D3ZT66-1","unreviewed","Olr1569","","D3ZT66-1"
"Q76LT8-1","reviewed","Usp48","Q76LT8-1","A0A0G2JUQ8-1"
"Q76LT8-1","reviewed","Usp48","","F1M9B3-1"
"D4AE80-1","unreviewed","Dcp1a","","D4AE80-1"
"D4AE81-1","unreviewed","Plekhg1","","D4AE81-1"
"D4AE82-1","unreviewed","Tcerg1l","","D4AE82-1"
"D4AE84-1","unreviewed","Olr1642","","D4AE84-1"
"D4AE85-1","unreviewed","Vash1","","D4AE85-1"
"D4AE88-1","unreviewed","Fam120b","","A0A0G2K8J8-1"
"D4AE88-1","unreviewed","Fam120b","","D4AE88-1"
"Q5BJS0-1","reviewed","Dhx30","Q5BJS0-1","A0A0G2JW51-1"
"Q5BJS2-1","reviewed","Lhfpl6","Q5BJS2-1",""
"Q5BJS4-1","reviewed","Fundc1","Q5BJS4-1",""
"Q5BJS7-1","reviewed","Cpne9","Q5BJS7-1","A0A140TAJ0-1"
"Q5BJS6-1","unreviewed","Tmem50b","","Q5BJS6-1"
"Q5BJS9-1","reviewed","Morn4","Q5BJS9-1",""
"Q9Z270-1","reviewed","Vapa","Q9Z270-1","A0A0G2K8E6-1"
"Q9Z272-1","reviewed","Git1","Q9Z272-1","A0A0G2K527-1"
"P97615-1","reviewed","Txn2","P97615-1",""
"Q1M168-1","reviewed","Atcay","Q1M168-1",""
"A0A0G2K7P6-1","unreviewed","","","A0A0G2K7P6-1"
"A0A0G2K7P2-1","unreviewed","Phf14","","G3V9T6-1"
"A0A0G2K7P2-1","unreviewed","Phf14","","A0A0G2K7P2-1"
"A0A0G2K7P2-1","unreviewed","Phf14","","Q6TXI8-1"
"A0A0G2K7P1-1","unreviewed","","","A0A0G2K7P1-1"
"D3ZDS2-1","unreviewed","Msr1","","D3ZDS2-1"
"P56932-1","reviewed","Ppp2r2d","P56932-1","A0A0G2JSQ0-1"
"A0A0G2K7P9-1","unreviewed","Ncam2","","A0A0G2K7R3-1"
"A0A0G2K7P9-1","unreviewed","Ncam2","","F1M8G9-1"
"A0A0G2K7P9-1","unreviewed","Ncam2","","A0A0G2K7P9-1"
"D3ZDS0-1","unreviewed","Prr18","","D3ZDS0-1"
"A0A096MK61-1","unreviewed","Crtapl1","","A0A096MK61-1"
"A0A096MK61-1","unreviewed","Crtapl1","","M0R3U4-1"
"P37089-1","reviewed","Scnn1a","P37089-1","Q6IRJ1-1"
"A0A096MK67-1","unreviewed","Fstl5","","A0A096MK67-1"
"Q91Z63-1","reviewed","Trim63","Q91Z63-1",""
"Q91Z62-1","reviewed","Fbxo32","Q91Z62-1","G3V6Z4-1"
"E9PTF3-1","unreviewed","Noc2l","","E9PTF3-1"
"E9PTF0-1","unreviewed","Ddx49","","E9PTF0-1"
"Q00972-1","reviewed","Bckdk","Q00972-1","A0A0H2UHR5-1"
"D4A0A1-1","unreviewed","Soga3","","D4A0A1-1"
"O35793-1","reviewed","Grem1","O35793-1",""
"O35790-1","reviewed","Pigl","O35790-1",""
"M0R657-1","unreviewed","","","M0R657-1"
"O35795-1","reviewed","Entpd2","O35795-1","F1M7N2-1"
"O35795-1","reviewed","Entpd2","O35795-2",""
"O35799-1","reviewed","Hfe","O35799-1","Q9R104-1"
"O35799-1","reviewed","Hfe","","Q9R105-1"
"M0R659-1","unreviewed","Olr472","","M0R659-1"
"O70277-1","reviewed","Trim3","O70277-1","G3V8D6-1"
"O70276-1","reviewed","Rpe65","O70276-1",""
"D4A676-1","unreviewed","Grpel2","","D4A676-1"
"D4A677-1","unreviewed","Colca2","","D4A677-1"
"D4A670-1","unreviewed","Lefty1","","D4A670-1"
"D4A671-1","unreviewed","Syce2","","D4A671-1"
"D4A678-1","unreviewed","Spta1","","D4A678-1"
"D4A678-1","unreviewed","Spta1","","Q6XDA1-1"
"Q7M6Z3-1","reviewed","Smyd2","Q7M6Z3-1",""
"D3ZH36-1","unreviewed","Elfn2","","D3ZH36-1"
"Q9ESN0-1","reviewed","Niban1","Q9ESN0-1",""
"Q5BK30-1","reviewed","Daw1","Q5BK30-1",""
"Q5BK32-1","reviewed","Faf2","Q5BK32-1","A0A0G2JTA0-1"
"Q5BK32-1","reviewed","Faf2","","B2GV65-1"
"Q5BK35-1","unreviewed","Pla2g2d","","Q5BK35-1"
"Q5BK36-1","unreviewed","Hyal5","","Q5BK36-1"
"Q5BK38-1","reviewed","Tmem156","Q5BK38-1","A0A0G2JU22-1"
"Q5BK39-1","reviewed","","Q5BK39-1",""
"A0A0G2K2H6-1","unreviewed","Acnat1","","A0A0G2K2H6-1"
"A0A0G2K2H4-1","unreviewed","Ern1","","A0A0G2K2H4-1"
"A0A0G2K2H4-1","unreviewed","Ern1","","F1LSY7-1"
"A0A0G2K2H5-1","unreviewed","","","A0A0G2K2H5-1"
"P34067-1","reviewed","Psmb4","P34067-1","G3V8U9-1"
"A0A0G2JVL1-1","unreviewed","","","A0A0G2JVL1-1"
"P31016-1","reviewed","Dlg4","P31016-1","A0A0G2K7F5-1"
"F7FLB2-1","unreviewed","Pgm2","","F7FLB2-1"
"F7FLB2-1","unreviewed","Pgm2","","A0A0G2JXA4-1"
"D4AAI8-1","unreviewed","Adgrg7","","D4AAI8-1"
"F1M349-1","unreviewed","Zic5","","F1M349-1"
"F1M348-1","unreviewed","Tmprss12","","F1M348-1"
"F1M344-1","unreviewed","Wdr49","","F1M344-1"
"F1M344-1","unreviewed","Wdr49","","M0R8E1-1"
"F1M340-1","unreviewed","","","F1M340-1"
"Q9ERD9-1","reviewed","Ido1","Q9ERD9-1","F1LMC9-1"
"P21451-1","reviewed","Ednrb","P21451-1",""
"O88302-1","reviewed","Gna15","O88302-1","G3V6N8-1"
"P08733-1","reviewed","Myl2","P08733-1","D3Z9K3-1"
"D3Z8A4-1","unreviewed","Tcaf1","","D3Z8A4-1"
"D3Z8A6-1","unreviewed","Olr1707","","D3Z8A6-1"
"D3Z8A7-1","unreviewed","LOC685081","","D3Z8A7-1"
"D3Z8A1-1","unreviewed","Tctex1d1","","D3Z8A1-1"
"Q8VII0-1","reviewed","Frmd6","Q8VII0-1","F1LR29-1"
"Q8VII2-1","reviewed","Cst12","Q8VII2-1","G3V6M1-1"
"Q8VII6-1","reviewed","Slc44a1","Q8VII6-1","A0A0G2K0P8-1"
"Q8VII6-1","reviewed","Slc44a1","Q8VII6-2","A0A0G2K7R8-1"
"Q9R0Q2-1","reviewed","Ltb4r","Q9R0Q2-1",""
"A0A0G2JV12-1","unreviewed","Col15a1","","A0A0G2JV12-1"
"Q66HR5-1","reviewed","Calcoco1","Q66HR5-1","A0A0G2K0S1-1"
"Q66HR5-1","reviewed","Calcoco1","","A0A1B0GWP3-1"
"A0A0G2JV11-1","unreviewed","LOC100911507","","A0A0G2JV11-1"
"A0A0G2JV16-1","unreviewed","Dock11","","A0A0G2JV16-1"
"A0A0G2JV16-1","unreviewed","Dock11","","F1LQ91-1"
"A0A0G2JV17-1","unreviewed","","","A0A0G2JV17-1"
"Q66HR0-1","reviewed","Slc12a9","Q66HR0-1","A0A096MJB7-1"
"Q66HR0-1","reviewed","Slc12a9","","A0A096MK93-1"
"Q66HR0-1","reviewed","Slc12a9","","M0R3V5-1"
"Q66HR0-1","reviewed","Slc12a9","","M0RAK3-1"
"A0A0G2JV19-1","unreviewed","Tgfbrap1","","A0A0G2JV19-1"
"A0A0G2JV19-1","unreviewed","Tgfbrap1","","D3ZXT8-1"
"Q66HR9-1","reviewed","Ppp1r32","Q66HR9-1",""
"Q66HR9-1","reviewed","Ppp1r32","Q66HR9-2",""
"Q2ABP3-1","reviewed","Pgap2","Q2ABP3-1","A0A096MK36-1"
"Q2ABP3-1","reviewed","Pgap2","Q2ABP3-2","D4ACY7-1"
"M0R4N5-1","unreviewed","Olr1206","","A0A096MK69-1"
"M0R4N5-1","unreviewed","Olr1206","","M0R4N5-1"
"M0R4N4-1","unreviewed","Dhrs7l1","","M0R4N4-1"
"M0R4N4-1","unreviewed","Dhrs7l1","","Q6I7R1-1"
"P19629-1","reviewed","Ldhc","P19629-1","A0A0G2K3B9-1"
"P19629-1","reviewed","Ldhc","","H9N9H4-1"
"P19629-1","reviewed","Ldhc","","I1VWM9-1"
"P19629-1","reviewed","Ldhc","","I1VWN0-1"
"P19629-1","reviewed","Ldhc","","I1VWN1-1"
"P19629-1","reviewed","Ldhc","","Q6AYX2-1"
"P23377-1","reviewed","Furin","P23377-1","G3V7I9-1"
"M0R4N8-1","unreviewed","","","M0R4N8-1"
"B1WBP0-1","reviewed","Mpped2","B1WBP0-1",""
"Q8VHU4-1","reviewed","Elp1","Q8VHU4-1","F1LP76-1"
"Q63285-1","reviewed","Uhmk1","Q63285-1","R9PXR8-1"
"A1L1K4-1","reviewed","Cdc42se2","A1L1K4-1","V9GZ87-1"
"A1L1K6-1","unreviewed","Gtf3c5","","A1L1K6-1"
"A1L1K7-1","reviewed","Acsbg2","A1L1K7-1",""
"A1L1K1-1","reviewed","Prr5l","A1L1K1-1","F1LQP5-1"
"A1L1K3-1","reviewed","Anapc5","A1L1K3-1","A0A0H2UH97-1"
"A1L1K8-1","reviewed","Habp4","A1L1K8-1",""
"A9CMA6-1","reviewed","Tmem163","A9CMA6-1",""
"D3ZVZ1-1","unreviewed","Olr408","","D3ZVZ1-1"
"D3ZVZ0-1","unreviewed","Olr247","","D3ZVZ0-1"
"D3ZEJ9-1","unreviewed","RGD1310429","","D3ZEJ9-1"
"D3ZEJ0-1","unreviewed","Prdm12","","D3ZEJ0-1"
"D3ZEJ2-1","unreviewed","Mcur1","","D3ZEJ2-1"
"D3ZEJ4-1","unreviewed","S100z","","D3ZEJ4-1"
"D3ZEJ5-1","unreviewed","Duoxa2","","D3ZEJ5-1"
"D3ZEJ6-1","unreviewed","Asb13","","D3ZEJ6-1"
"Q62739-1","reviewed","Rab3ip","Q62739-1","A0A0G2K1B4-1"
"F1LSG8-1","reviewed","Vps50","F1LSG8-1",""
"Q62737-1","reviewed","Cyba","Q62737-1",""
"Q62736-1","reviewed","Cald1","Q62736-1","A0A0G2JTV2-1"
"Q62736-1","reviewed","Cald1","","G3V9E3-1"
"Q62735-1","reviewed","Nr1h4","Q62735-1","A0A0G2K6D2-1"
"F1LSG4-1","unreviewed","Zfp746","","F1LSG4-1"
"Q62733-1","reviewed","Tmpo","Q62733-1",""
"P40329-1","reviewed","Rars1","P40329-1",""
"A0A140UHY3-1","unreviewed","Ewsr1","","A0A140UHY3-1"
"A0A140UHY3-1","unreviewed","Ewsr1","","A0A0G2K850-1"
"A0A140UHY3-1","unreviewed","Ewsr1","","B1WC50-1"
"A0A140UHY1-1","unreviewed","Ttc4","","A0A140UHY1-1"
"A0A140UHY0-1","unreviewed","Lca5l","","A0A140UHY0-1"
"D3ZQT7-1","unreviewed","Tet3","","D3ZQT7-1"
"D3ZQT5-1","unreviewed","Olr851","","D3ZQT5-1"
"D3ZQT2-1","unreviewed","LOC685544","","D3ZQT2-1"
"D3ZQT3-1","unreviewed","Olr486","","D3ZQT3-1"
"D3ZQT0-1","unreviewed","","","D3ZQT0-1"
"D3ZDL1-1","unreviewed","Hs3st5","","D3ZDL1-1"
"D3ZDL0-1","unreviewed","RGD1559903","","D3ZDL0-1"
"D3ZDL5-1","unreviewed","Ccn6","","D3ZDL5-1"
"D3ZDL4-1","unreviewed","Olr455","","D3ZDL4-1"
"Q9Z1Z1-1","reviewed","Eif2ak3","Q9Z1Z1-1",""
"Q9Z1Z3-1","reviewed","Epn2","Q9Z1Z3-1","A0A0G2JXY9-1"
"Q9Z1Z3-1","reviewed","Epn2","","F1LQ45-1"
"Q9Z1Z3-1","reviewed","Epn2","","Q505I9-1"
"Q9Z1Z6-1","reviewed","Ilkap","Q9Z1Z6-1","A0A0G2JSS1-1"
"Q9Z1Z9-1","reviewed","Pdlim7","Q9Z1Z9-1",""
"P33578-1","reviewed","Prl8a7","P33578-1","A0A0G2JTQ7-1"
"P33578-1","reviewed","Prl8a7","","G3V869-1"
"P33579-1","reviewed","Prl8a5","P33579-1","A0A0G2K346-1"
"P33579-1","reviewed","Prl8a5","","E9PSL6-1"
"P33579-1","reviewed","Prl8a5","","G3V863-1"
"P33579-1","reviewed","Prl8a5","","G3V866-1"
"Q9R006-1","reviewed","Prl7a2","Q9R006-1","G3V850-1"
"Q9R005-1","unreviewed","Prl7d1","","Q9R005-1"
"Q9R005-1","unreviewed","Prl7d1","","A0A0G2KAR1-1"
"F1LYU9-1","unreviewed","LOC100363064","","F1LYU9-1"
"Q68FX5-1","reviewed","Snapc2","Q68FX5-1",""
"Q68FX4-1","unreviewed","Hcls1","","Q68FX4-1"
"Q68FX7-1","reviewed","Thoc5","Q68FX7-1",""
"Q68FX6-1","reviewed","Cabs1","Q68FX6-1",""
"Q68FX1-1","reviewed","Mpi","Q68FX1-1",""
"Q68FX0-1","reviewed","Idh3B","Q68FX0-1",""
"D3ZN98-1","unreviewed","Wfdc11","","D3ZN98-1"
